seq,wall_ms,timeCode,eventType,deviceType,userEvent,origReturn,latched
27760,548530,30333,0,0,,0,1
27761,548530,30334,1,1,,1,0
27762,548530,30335,2,1,,1,0
27763,548530,30336,4,2,,0,1
27764,548543,30337,3,0,,0,1
27765,548543,30338,0,0,,0,1
27766,548543,30339,1,1,,1,0
27767,548543,30340,2,1,,1,0
27768,548543,30341,4,2,,0,1
27769,548555,30342,0,0,,0,1
27770,548555,30343,1,1,,1,0
27771,548555,30344,2,1,,1,0
27772,548555,30345,4,2,,0,1
27773,548568,30346,3,0,,0,1
27774,548568,30347,0,0,,0,1
27775,548568,30348,1,1,,1,0
27776,548568,30349,2,1,,1,0
27777,548568,30350,4,2,,0,1
27778,548580,30351,0,0,,0,1
27779,548580,30352,1,1,,1,0
27780,548580,30353,2,1,,1,0
27781,548580,30354,4,2,,0,1
27782,548593,30355,0,0,,0,1
27783,548593,30356,1,1,,1,0
27784,548593,30357,2,1,,1,0
27785,548593,30358,4,2,,0,1
27786,548606,30359,3,0,,0,1
27787,548606,30360,0,0,,0,1
27788,548606,30361,1,1,,1,0
27789,548606,30362,2,1,,1,0
27790,548606,30363,4,2,,0,1
27791,548618,30364,0,0,,0,1
27792,548618,30365,4,2,,0,1
27793,548631,30366,3,0,,0,1
27794,548631,30367,0,0,,0,1
27795,548631,30368,1,1,,1,0
27796,548631,30369,2,1,,1,0
27797,548631,30370,4,2,,0,1
27798,548643,30371,0,0,,0,1
27799,548643,30372,1,1,,1,0
27800,548643,30373,2,1,,1,0
27801,548643,30374,4,2,,0,1
27802,548656,30375,0,0,,0,1
27803,548656,30376,1,1,,1,0
27804,548656,30377,2,1,,1,0
27805,548656,30378,4,2,,0,1
27806,548669,30379,0,0,,0,1
27807,548669,30380,1,1,,1,0
27808,548669,30381,2,1,,1,0
27809,548669,30382,4,2,,0,1
27810,548682,30383,3,0,,0,1
27811,548682,30384,0,0,,0,1
27812,548682,30385,1,1,,1,0
27813,548682,30386,2,1,,1,0
27814,548682,30387,4,2,,0,1
27815,548694,30388,0,0,,0,1
27816,548694,30389,1,1,,1,0
27817,548694,30390,2,1,,1,0
27818,548694,30391,4,2,,0,1
27819,548707,30392,3,0,,0,1
27820,548707,30393,0,0,,0,1
27821,548707,30394,1,1,,1,0
27822,548707,30395,2,1,,1,0
27823,548707,30396,4,2,,0,1
27824,548719,30397,0,0,,0,1
27825,548719,30398,1,1,,1,0
27826,548719,30399,2,1,,1,0
27827,548719,30400,4,2,,0,1
27828,548732,30401,0,0,,0,1
27829,548732,30402,1,1,,1,0
27830,548732,30403,2,1,,1,0
27831,548732,30404,4,2,,0,1
27832,548744,30405,3,0,,0,1
27833,548744,30406,0,0,,0,1
27834,548744,30407,1,1,,1,0
27835,548744,30408,2,1,,1,0
27836,548744,30409,4,2,,0,1
27837,548756,30410,0,0,,0,1
27838,548756,30411,4,2,,0,1
27839,548769,30412,3,0,,0,1
27840,548769,30413,0,0,,0,1
27841,548769,30414,1,1,,1,0
27842,548769,30415,2,1,,1,0
27843,548769,30416,4,2,,0,1
27844,548781,30417,0,0,,0,1
27845,548781,30418,1,1,,1,0
27846,548781,30419,2,1,,1,0
27847,548781,30420,4,2,,0,1
27848,548794,30421,0,0,,0,1
27849,548794,30422,1,1,,1,0
27850,548794,30423,2,1,,1,0
27851,548794,30424,4,2,,0,1
27852,548806,30425,3,0,,0,1
27853,548806,30426,0,0,,0,1
27854,548806,30427,1,1,,1,0
27855,548806,30428,2,1,,1,0
27856,548806,30429,4,2,,0,1
27857,548818,30430,0,0,,0,1
27858,548818,30431,1,1,,1,0
27859,548818,30432,2,1,,1,0
27860,548818,30433,4,2,,0,1
27861,548831,30434,3,0,,0,1
27862,548831,30435,0,0,,0,1
27863,548831,30436,1,1,,1,0
27864,548831,30437,2,1,,1,0
27865,548831,30438,4,2,,0,1
27866,548843,30439,0,0,,0,1
27867,548843,30440,1,1,,1,0
27868,548843,30441,2,1,,1,0
27869,548855,30442,0,0,,0,0
27870,548855,30443,1,1,,1,0
27871,548855,30444,2,1,,1,0
27872,548868,30445,3,0,,0,0
27873,548868,30446,0,0,,0,0
27874,548880,30447,0,0,,0,0
27875,548892,30448,0,0,,0,0
27876,548905,30449,3,0,,0,0
27877,548905,30450,0,0,,0,0
27878,548917,30451,0,0,,0,0
27879,548930,30452,0,0,,0,0
27880,548943,30453,3,0,,0,0
27881,548943,30454,0,0,,0,0
27882,548956,30455,0,0,,0,0
27883,548956,30456,1,1,,1,0
27884,548956,30457,2,1,,1,0
27885,548956,30458,4,2,,0,1
27886,548968,30459,0,0,,0,1
27887,548968,30460,1,1,,1,0
27888,548968,30461,2,1,,1,0
27889,548969,30462,4,2,,0,1
27890,548982,30463,3,0,,0,1
27891,548982,30464,0,0,,0,1
27892,548982,30465,1,1,,1,0
27893,548982,30466,2,1,,1,0
27894,548982,30467,4,2,,0,1
27895,548994,30468,0,0,,0,1
27896,548994,30469,1,1,,1,0
27897,548994,30470,2,1,,1,0
27898,548994,30471,4,2,,0,1
27899,549007,30472,3,0,,0,1
27900,549007,30473,0,0,,0,1
27901,549007,30474,1,1,,1,0
27902,549007,30475,2,1,,1,0
27903,549007,30476,4,2,,0,1
27904,549019,30477,0,0,,0,1
27905,549019,30478,1,1,,1,0
27906,549019,30479,2,1,,1,0
27907,549019,30480,4,2,,0,1
27908,549031,30481,0,0,,0,1
27909,549032,30482,1,1,,1,0
27910,549032,30483,2,1,,1,0
27911,549032,30484,4,2,,0,1
27912,549044,30485,3,0,,0,1
27913,549044,30486,0,0,,0,1
27914,549044,30487,1,1,,1,0
27915,549044,30488,2,1,,1,0
27916,549044,30489,4,2,,0,1
27917,549056,30490,0,0,,0,1
27918,549056,30491,1,1,,1,0
27919,549056,30492,2,1,,1,0
27920,549056,30493,4,2,,0,1
27921,549069,30494,3,0,,0,1
27922,549069,30495,0,0,,0,1
27923,549069,30496,4,2,,0,1
27924,549081,30497,0,0,,0,1
27925,549081,30498,1,1,,1,0
27926,549081,30499,2,1,,1,0
27927,549081,30500,4,2,,0,1
27928,549094,30501,0,0,,0,1
27929,549094,30502,1,1,,1,0
27930,549094,30503,2,1,,1,0
27931,549094,30504,4,2,,0,1
27932,549106,30505,3,0,,0,1
27933,549106,30506,0,0,,0,1
27934,549106,30507,1,1,,1,0
27935,549106,30508,2,1,,1,0
27936,549106,30509,4,2,,0,1
27937,549118,30510,0,0,,0,1
27938,549118,30511,1,1,,1,0
27939,549118,30512,2,1,,1,0
27940,549118,30513,4,2,,0,1
27941,549131,30514,3,0,,0,1
27942,549131,30515,0,0,,0,1
27943,549131,30516,1,1,,1,0
27944,549131,30517,2,1,,1,0
27945,549131,30518,4,2,,0,1
27946,549143,30519,0,0,,0,1
27947,549143,30520,1,1,,1,0
27948,549143,30521,2,1,,1,0
27949,549143,30522,4,2,,0,1
27950,549155,30523,0,0,,0,1
27951,549155,30524,1,1,,1,0
27952,549155,30525,2,1,,1,0
27953,549155,30526,4,2,,0,1
27954,549168,30527,3,0,,0,1
27955,549168,30528,0,0,,0,1
27956,549168,30529,1,1,,1,0
27957,549168,30530,2,1,,1,0
27958,549168,30531,4,2,,0,1
27959,549180,30532,0,0,,0,1
27960,549180,30533,1,1,,1,0
27961,549180,30534,2,1,,1,0
27962,549180,30535,4,2,,0,1
27963,549192,30536,0,0,,0,1
27964,549192,30537,1,1,,1,0
27965,549192,30538,2,1,,1,0
27966,549192,30539,4,2,,0,1
27967,549205,30540,3,0,,0,1
27968,549205,30541,0,0,,0,1
27969,549205,30542,1,1,,1,0
27970,549205,30543,2,1,,1,0
27971,549205,30544,4,2,,0,1
27972,549217,30545,0,0,,0,1
27973,549217,30546,1,1,,1,0
27974,549217,30547,2,1,,1,0
27975,549217,30548,4,2,,0,1
27976,549229,30549,0,0,,0,1
27977,549229,30550,1,1,,1,0
27978,549229,30551,2,1,,1,0
27979,549229,30552,4,2,,0,1
27980,549242,30553,3,0,,0,1
27981,549242,30554,0,0,,0,1
27982,549242,30555,1,1,,1,0
27983,549242,30556,2,1,,1,0
27984,549242,30557,4,2,,0,1
27985,549254,30558,0,0,,0,1
27986,549254,30559,1,1,,1,0
27987,549254,30560,2,1,,1,0
27988,549254,30561,4,2,,0,1
27989,549267,30562,3,0,,0,1
27990,549267,30563,0,0,,0,1
27991,549267,30564,1,1,,1,0
27992,549267,30565,2,1,,1,0
27993,549267,30566,4,2,,0,1
27994,549279,30567,0,0,,0,1
27995,549279,30568,1,1,,1,0
27996,549279,30569,2,1,,1,0
27997,549279,30570,4,2,,0,1
27998,549291,30571,0,0,,0,1
27999,549291,30572,1,1,,1,0
28000,549291,30573,2,1,,1,0
28001,549291,30574,4,2,,0,1
28002,549304,30575,3,0,,0,1
28003,549304,30576,0,0,,0,1
28004,549304,30577,1,1,,1,0
28005,549304,30578,2,1,,1,0
28006,549304,30579,4,2,,0,1
28007,549316,30580,0,0,,0,1
28008,549316,30581,1,1,,1,0
28009,549316,30582,2,1,,1,0
28010,549316,30583,4,2,,0,1
28011,549329,30584,0,0,,0,1
28012,549329,30585,1,1,,1,0
28013,549329,30586,2,1,,1,0
28014,549329,30587,4,2,,0,1
28015,549341,30588,3,0,,0,1
28016,549341,30589,0,0,,0,1
28017,549341,30590,1,1,,1,0
28018,549341,30591,2,1,,1,0
28019,549341,30592,4,2,,0,1
28020,549353,30593,0,0,,0,1
28021,549353,30594,1,1,,1,0
28022,549353,30595,2,1,,1,0
28023,549353,30596,4,2,,0,1
28024,549366,30597,3,0,,0,1
28025,549366,30598,0,0,,0,1
28026,549366,30599,1,1,,1,0
28027,549366,30600,2,1,,1,0
28028,549366,30601,4,2,,0,1
28029,549379,30602,0,0,,0,1
28030,549379,30603,1,1,,1,0
28031,549379,30604,2,1,,1,0
28032,549379,30605,4,2,,0,1
28033,549391,30606,3,0,,0,1
28034,549391,30607,0,0,,0,1
28035,549391,30608,1,1,,1,0
28036,549391,30609,2,1,,1,0
28037,549391,30610,4,2,,0,1
28038,549404,30611,0,0,,0,1
28039,549404,30612,4,2,,0,1
28040,549417,30613,0,0,,0,1
28041,549417,30614,1,1,,1,0
28042,549417,30615,2,1,,1,0
28043,549417,30616,4,2,,0,1
28044,549429,30617,3,0,,0,1
28045,549429,30618,0,0,,0,1
28046,549429,30619,1,1,,1,0
28047,549429,30620,2,1,,1,0
28048,549429,30621,4,2,,0,1
28049,549442,30622,0,0,,0,1
28050,549442,30623,1,1,,1,0
28051,549442,30624,2,1,,1,0
28052,549442,30625,4,2,,0,1
28053,549455,30626,3,0,,0,1
28054,549455,30627,0,0,,0,1
28055,549455,30628,1,1,,1,0
28056,549455,30629,2,1,,1,0
28057,549455,30630,4,2,,0,1
28058,549467,30631,0,0,,0,1
28059,549467,30632,1,1,,1,0
28060,549467,30633,2,1,,1,0
28061,549467,30634,4,2,,0,1
28062,549480,30635,0,0,,0,1
28063,549480,30636,1,1,,1,0
28064,549480,30637,2,1,,1,0
28065,549480,30638,4,2,,0,1
28066,549493,30639,0,0,,0,1
28067,549493,30640,1,1,,1,0
28068,549493,30641,2,1,,1,0
28069,549493,30642,4,2,,0,1
28070,549506,30643,3,0,,0,1
28071,549506,30644,0,0,,0,1
28072,549506,30645,1,1,,1,0
28073,549506,30646,2,1,,1,0
28074,549506,30647,4,2,,0,1
28075,549518,30648,0,0,,0,1
28076,549518,30649,1,1,,1,0
28077,549518,30650,2,1,,1,0
28078,549518,30651,4,2,,0,1
28079,549531,30652,0,0,,0,1
28080,549531,30653,1,1,,1,0
28081,549531,30654,2,1,,1,0
28082,549531,30655,4,2,,0,1
28083,549544,30656,3,0,,0,1
28084,549544,30657,0,0,,0,1
28085,549544,30658,1,1,,1,0
28086,549544,30659,2,1,,1,0
28087,549544,30660,4,2,,0,1
28088,549556,30661,0,0,,0,1
28089,549556,30662,1,1,,1,0
28090,549556,30663,2,1,,1,0
28091,549556,30664,4,2,,0,1
28092,549569,30665,3,0,,0,1
28093,549569,30666,0,0,,0,1
28094,549569,30667,4,2,,0,1
28095,549582,30668,0,0,,0,1
28096,549582,30669,1,1,,1,0
28097,549582,30670,2,1,,1,0
28098,549582,30671,4,2,,0,1
28099,549595,30672,3,0,,0,1
28100,549595,30673,0,0,,0,1
28101,549595,30674,4,2,,0,1
28102,549607,30675,0,0,,0,1
28103,549607,30676,1,1,,1,0
28104,549607,30677,2,1,,1,0
28105,549607,30678,4,2,,0,1
28106,549620,30679,0,0,,0,1
28107,549620,30680,4,2,,0,1
28108,549632,30681,3,0,,0,1
28109,549632,30682,0,0,,0,1
28110,549632,30683,1,1,,1,0
28111,549632,30684,2,1,,1,0
28112,549632,30685,4,2,,0,1
28113,549644,30686,0,0,,0,1
28114,549644,30687,4,2,,0,1
28115,549657,30688,3,0,,0,1
28116,549657,30689,0,0,,0,1
28117,549657,30690,4,2,,0,1
28118,549669,30691,0,0,,0,1
28119,549669,30692,1,1,,1,0
28120,549669,30693,2,1,,1,0
28121,549669,30694,4,2,,0,1
28122,549682,30695,0,0,,0,1
28123,549682,30696,1,1,,1,0
28124,549682,30697,2,1,,1,0
28125,549682,30698,4,2,,0,1
28126,549694,30699,3,0,,0,1
28127,549694,30700,0,0,,0,1
28128,549694,30701,1,1,,1,0
28129,549694,30702,2,1,,1,0
28130,549694,30703,4,2,,0,1
28131,549706,30704,0,0,,0,1
28132,549706,30705,1,1,,1,0
28133,549706,30706,2,1,,1,0
28134,549706,30707,4,2,,0,1
28135,549719,30708,3,0,,0,1
28136,549719,30709,0,0,,0,1
28137,549719,30710,1,1,,1,0
28138,549719,30711,2,1,,1,0
28139,549719,30712,4,2,,0,1
28140,549731,30713,0,0,,0,1
28141,549731,30714,1,1,,1,0
28142,549731,30715,2,1,,1,0
28143,549731,30716,4,2,,0,1
28144,549743,30717,0,0,,0,1
28145,549743,30718,1,1,,1,0
28146,549743,30719,2,1,,1,0
28147,549743,30720,4,2,,0,1
28148,549756,30721,0,0,,0,1
28149,549756,30722,1,1,,1,0
28150,549756,30723,2,1,,1,0
28151,549756,30724,4,2,,0,1
28152,549768,30725,3,0,,0,1
28153,549768,30726,0,0,,0,1
28154,549768,30727,1,1,,1,0
28155,549768,30728,2,1,,1,0
28156,549769,30729,4,2,,0,1
28157,549780,30730,0,0,,0,1
28158,549780,30731,1,1,,1,0
28159,549780,30732,2,1,,1,0
28160,549780,30733,4,2,,0,1
28161,549792,30734,0,0,,0,1
28162,549792,30735,1,1,,1,0
28163,549792,30736,2,1,,1,0
28164,549792,30737,4,2,,0,1
28165,549805,30738,3,0,,0,1
28166,549805,30739,0,0,,0,1
28167,549805,30740,1,1,,1,0
28168,549805,30741,2,1,,1,0
28169,549805,30742,4,2,,0,1
28170,549818,30743,0,0,,0,1
28171,549818,30744,1,1,,1,0
28172,549818,30745,2,1,,1,0
28173,549818,30746,4,2,,0,1
28174,549831,30747,3,0,,0,1
28175,549831,30748,0,0,,0,1
28176,549831,30749,1,1,,1,0
28177,549831,30750,2,1,,1,0
28178,549831,30751,4,2,,0,1
28179,549842,30752,0,0,,0,1
28180,549842,30753,1,1,,1,0
28181,549842,30754,2,1,,1,0
28182,549842,30755,4,2,,0,1
28183,549855,30756,0,0,,0,1
28184,549855,30757,1,1,,1,0
28185,549855,30758,2,1,,1,0
28186,549855,30759,4,2,,0,1
28187,549868,30760,3,0,,0,1
28188,549868,30761,0,0,,0,1
28189,549868,30762,1,1,,1,0
28190,549868,30763,2,1,,1,0
28191,549868,30764,4,2,,0,1
28192,549881,30765,0,0,,0,1
28193,549881,30766,1,1,,1,0
28194,549881,30767,2,1,,1,0
28195,549881,30768,4,2,,0,1
28196,549894,30769,3,0,,0,1
28197,549894,30770,0,0,,0,1
28198,549894,30771,1,1,,1,0
28199,549894,30772,2,1,,1,0
28200,549894,30773,4,2,,0,1
28201,549906,30774,0,0,,0,1
28202,549906,30775,1,1,,1,0
28203,549906,30776,2,1,,1,0
28204,549906,30777,4,2,,0,1
28205,549919,30778,0,0,,0,1
28206,549919,30779,1,1,,1,0
28207,549919,30780,2,1,,1,0
28208,549919,30781,4,2,,0,1
28209,549931,30782,3,0,,0,1
28210,549931,30783,0,0,,0,1
28211,549931,30784,1,1,,1,0
28212,549931,30785,2,1,,1,0
28213,549931,30786,4,2,,0,1
28214,549944,30787,0,0,,0,1
28215,549944,30788,1,1,,1,0
28216,549944,30789,2,1,,1,0
28217,549944,30790,4,2,,0,1
28218,549957,30791,3,0,,0,1
28219,549957,30792,0,0,,0,1
28220,549957,30793,1,1,,1,0
28221,549957,30794,2,1,,1,0
28222,549957,30795,4,2,,0,1
28223,549970,30796,0,0,,0,1
28224,549970,30797,1,1,,1,0
28225,549970,30798,2,1,,1,0
28226,549970,30799,4,2,,0,1
28227,549982,30800,0,0,,0,1
28228,549982,30801,1,1,,1,0
28229,549982,30802,2,1,,1,0
28230,549982,30803,4,2,,0,1
28231,549995,30804,3,0,,0,1
28232,549995,30805,0,0,,0,1
28233,549995,30806,1,1,,1,0
28234,549995,30807,2,1,,1,0
28235,549995,30808,4,2,,0,1
28236,550007,30809,0,0,,0,1
28237,550007,30810,1,1,,1,0
28238,550007,30811,2,1,,1,0
28239,550007,30812,4,2,,0,1
28240,550020,30813,3,0,,0,1
28241,550020,30814,0,0,,0,1
28242,550020,30815,1,1,,1,0
28243,550020,30816,2,1,,1,0
28244,550020,30817,4,2,,0,1
28245,550032,30818,0,0,,0,1
28246,550032,30819,1,1,,1,0
28247,550032,30820,2,1,,1,0
28248,550032,30821,4,2,,0,1
28249,550044,30822,0,0,,0,1
28250,550044,30823,1,1,,1,0
28251,550044,30824,2,1,,1,0
28252,550044,30825,4,2,,0,1
28253,550057,30826,0,0,,0,1
28254,550057,30827,1,1,,1,0
28255,550057,30828,2,1,,1,0
28256,550057,30829,4,2,,0,1
28257,550069,30830,3,0,,0,1
28258,550069,30831,0,0,,0,1
28259,550069,30832,1,1,,1,0
28260,550069,30833,2,1,,1,0
28261,550069,30834,4,2,,0,1
28262,550080,30835,0,0,,0,1
28263,550080,30836,1,1,,1,0
28264,550080,30837,2,1,,1,0
28265,550080,30838,4,2,,0,1
28266,550092,30839,3,0,,0,1
28267,550092,30840,0,0,,0,1
28268,550092,30841,1,1,,1,0
28269,550092,30842,2,1,,1,0
28270,550092,30843,4,2,,0,1
28271,550104,30844,0,0,,0,1
28272,550104,30845,1,1,,1,0
28273,550104,30846,2,1,,1,0
28274,550104,30847,4,2,,0,1
28275,550117,30848,0,0,,0,1
28276,550117,30849,1,1,,1,0
28277,550117,30850,2,1,,1,0
28278,550117,30851,4,2,,0,1
28279,550129,30852,3,0,,0,1
28280,550129,30853,0,0,,0,1
28281,550129,30854,1,1,,1,0
28282,550129,30855,2,1,,1,0
28283,550129,30856,4,2,,0,1
28284,550140,30857,0,0,,0,1
28285,550140,30858,1,1,,1,0
28286,550140,30859,2,1,,1,0
28287,550140,30860,4,2,,0,1
28288,550152,30861,0,0,,0,1
28289,550152,30862,1,1,,1,0
28290,550152,30863,2,1,,1,0
28291,550152,30864,4,2,,0,1
28292,550164,30865,3,0,,0,1
28293,550164,30866,0,0,,0,1
28294,550164,30867,1,1,,1,0
28295,550164,30868,2,1,,1,0
28296,550164,30869,4,2,,0,1
28297,550177,30870,0,0,,0,1
28298,550177,30871,1,1,,1,0
28299,550177,30872,2,1,,1,0
28300,550177,30873,4,2,,0,1
28301,550190,30874,3,0,,0,1
28302,550190,30875,0,0,,0,1
28303,550190,30876,1,1,,1,0
28304,550190,30877,2,1,,1,0
28305,550190,30878,4,2,,0,1
28306,550202,30879,0,0,,0,1
28307,550202,30880,1,1,,1,0
28308,550202,30881,2,1,,1,0
28309,550202,30882,4,2,,0,1
28310,550214,30883,0,0,,0,1
28311,550214,30884,1,1,,1,0
28312,550214,30885,2,1,,1,0
28313,550214,30886,4,2,,0,1
28314,550228,30887,3,0,,0,1
28315,550228,30888,0,0,,0,1
28316,550228,30889,1,1,,1,0
28317,550228,30890,2,1,,1,0
28318,550228,30891,4,2,,0,1
28319,550241,30892,0,0,,0,1
28320,550241,30893,1,1,,1,0
28321,550241,30894,2,1,,1,0
28322,550241,30895,4,2,,0,1
28323,550254,30896,3,0,,0,1
28324,550254,30897,0,0,,0,1
28325,550254,30898,4,2,,0,1
28326,550268,30899,0,0,,0,1
28327,550268,30900,4,2,,0,1
28328,550281,30901,3,0,,0,1
28329,550281,30902,0,0,,0,1
28330,550281,30903,1,1,,1,0
28331,550281,30904,2,1,,1,0
28332,550281,30905,4,2,,0,1
28333,550294,30906,0,0,,0,1
28334,550294,30907,1,1,,1,0
28335,550294,30908,2,1,,1,0
28336,550294,30909,4,2,,0,1
28337,550308,30910,0,0,,0,1
28338,550308,30911,1,1,,1,0
28339,550308,30912,2,1,,1,0
28340,550308,30913,4,2,,0,1
28341,550321,30914,0,0,,0,1
28342,550321,30915,1,1,,1,0
28343,550321,30916,2,1,,1,0
28344,550321,30917,4,2,,0,1
28345,550335,30918,3,0,,0,1
28346,550335,30919,0,0,,0,1
28347,550335,30920,1,1,,1,0
28348,550335,30921,2,1,,1,0
28349,550335,30922,4,2,,0,1
28350,550348,30923,0,0,,0,1
28351,550348,30924,1,1,,1,0
28352,550348,30925,2,1,,1,0
28353,550348,30926,4,2,,0,1
28354,550361,30927,3,0,,0,1
28355,550361,30928,0,0,,0,1
28356,550361,30929,1,1,,1,0
28357,550361,30930,2,1,,1,0
28358,550361,30931,4,2,,0,1
28359,550374,30932,0,0,,0,1
28360,550374,30933,1,1,,1,0
28361,550374,30934,2,1,,1,0
28362,550374,30935,4,2,,0,1
28363,550386,30936,0,0,,0,1
28364,550386,30937,1,1,,1,0
28365,550386,30938,2,1,,1,0
28366,550386,30939,4,2,,0,1
28367,550399,30940,3,0,,0,1
28368,550399,30941,0,0,,0,1
28369,550399,30942,1,1,,1,0
28370,550399,30943,2,1,,1,0
28371,550399,30944,4,2,,0,1
28372,550412,30945,0,0,,0,1
28373,550412,30946,1,1,,1,0
28374,550412,30947,2,1,,1,0
28375,550412,30948,4,2,,0,1
28376,550425,30949,3,0,,0,1
28377,550425,30950,0,0,,0,1
28378,550425,30951,1,1,,1,0
28379,550425,30952,2,1,,1,0
28380,550425,30953,4,2,,0,1
28381,550436,30954,0,0,,0,1
28382,550436,30955,1,1,,1,0
28383,550436,30956,2,1,,1,0
28384,550436,30957,4,2,,0,1
28385,550448,30958,0,0,,0,1
28386,550448,30959,1,1,,1,0
28387,550448,30960,2,1,,1,0
28388,550448,30961,4,2,,0,1
28389,550460,30962,3,0,,0,1
28390,550460,30963,0,0,,0,1
28391,550460,30964,1,1,,1,0
28392,550460,30965,2,1,,1,0
28393,550460,30966,4,2,,0,1
28394,550473,30967,0,0,,0,1
28395,550473,30968,1,1,,1,0
28396,550473,30969,2,1,,1,0
28397,550473,30970,4,2,,0,1
28398,550485,30971,3,0,,0,1
28399,550485,30972,0,0,,0,1
28400,550485,30973,1,1,,1,0
28401,550485,30974,2,1,,1,0
28402,550485,30975,4,2,,0,1
28403,550497,30976,0,0,,0,1
28404,550497,30977,1,1,,1,0
28405,550497,30978,2,1,,1,0
28406,550497,30979,4,2,,0,1
28407,550510,30980,0,0,,0,1
28408,550510,30981,1,1,,1,0
28409,550510,30982,2,1,,1,0
28410,550510,30983,4,2,,0,1
28411,550523,30984,3,0,,0,1
28412,550523,30985,0,0,,0,1
28413,550523,30986,1,1,,1,0
28414,550523,30987,2,1,,1,0
28415,550523,30988,4,2,,0,1
28416,550535,30989,0,0,,0,1
28417,550535,30990,1,1,,1,0
28418,550535,30991,2,1,,1,0
28419,550535,30992,4,2,,0,1
28420,550549,30993,3,0,,0,1
28421,550549,30994,0,0,,0,1
28422,550549,30995,1,1,,1,0
28423,550549,30996,2,1,,1,0
28424,550549,30997,4,2,,0,1
28425,550561,30998,0,0,,0,1
28426,550561,30999,1,1,,1,0
28427,550561,31000,2,1,,1,0
28428,550561,31001,4,2,,0,1
28429,550572,31002,0,0,,0,1
28430,550572,31003,1,1,,1,0
28431,550572,31004,2,1,,1,0
28432,550572,31005,4,2,,0,1
28433,550585,31006,0,0,,0,1
28434,550585,31007,1,1,,1,0
28435,550585,31008,2,1,,1,0
28436,550585,31009,4,2,,0,1
28437,550598,31010,3,0,,0,1
28438,550598,31011,0,0,,0,1
28439,550598,31012,1,1,,1,0
28440,550598,31013,2,1,,1,0
28441,550598,31014,4,2,,0,1
28442,550610,31015,0,0,,0,1
28443,550610,31016,1,1,,1,0
28444,550610,31017,2,1,,1,0
28445,550610,31018,4,2,,0,1
28446,550623,31019,3,0,,0,1
28447,550623,31020,0,0,,0,1
28448,550623,31021,1,1,,1,0
28449,550623,31022,2,1,,1,0
28450,550623,31023,4,2,,0,1
28451,550635,31024,0,0,,0,1
28452,550635,31025,1,1,,1,0
28453,550635,31026,2,1,,1,0
28454,550635,31027,4,2,,0,1
28455,550648,31028,0,0,,0,1
28456,550648,31029,1,1,,1,0
28457,550648,31030,2,1,,1,0
28458,550648,31031,4,2,,0,1
28459,550661,31032,3,0,,0,1
28460,550661,31033,0,0,,0,1
28461,550661,31034,1,1,,1,0
28462,550661,31035,2,1,,1,0
28463,550661,31036,4,2,,0,1
28464,550674,31037,0,0,,0,1
28465,550674,31038,1,1,,1,0
28466,550674,31039,2,1,,1,0
28467,550674,31040,4,2,,0,1
28468,550687,31041,3,0,,0,1
28469,550687,31042,0,0,,0,1
28470,550687,31043,1,1,,1,0
28471,550687,31044,2,1,,1,0
28472,550687,31045,4,2,,0,1
28473,550700,31046,0,0,,0,1
28474,550700,31047,1,1,,1,0
28475,550700,31048,2,1,,1,0
28476,550700,31049,4,2,,0,1
28477,550713,31050,0,0,,0,1
28478,550713,31051,1,1,,1,0
28479,550713,31052,2,1,,1,0
28480,550713,31053,4,2,,0,1
28481,550725,31054,3,0,,0,1
28482,550725,31055,0,0,,0,1
28483,550725,31056,1,1,,1,0
28484,550725,31057,2,1,,1,0
28485,550725,31058,4,2,,0,1
28486,550738,31059,0,0,,0,1
28487,550738,31060,1,1,,1,0
28488,550738,31061,2,1,,1,0
28489,550738,31062,4,2,,0,1
28490,550751,31063,3,0,,0,1
28491,550751,31064,0,0,,0,1
28492,550751,31065,1,1,,1,0
28493,550751,31066,2,1,,1,0
28494,550751,31067,4,2,,0,1
28495,550762,31068,0,0,,0,1
28496,550762,31069,1,1,,1,0
28497,550762,31070,2,1,,1,0
28498,550762,31071,4,2,,0,1
28499,550775,31072,0,0,,0,1
28500,550775,31073,1,1,,1,0
28501,550775,31074,2,1,,1,0
28502,550775,31075,4,2,,0,1
28503,550787,31076,3,0,,0,1
28504,550787,31077,0,0,,0,1
28505,550787,31078,1,1,,1,0
28506,550787,31079,2,1,,1,0
28507,550787,31080,4,2,,0,1
28508,550800,31081,0,0,,0,1
28509,550800,31082,1,1,,1,0
28510,550800,31083,2,1,,1,0
28511,550800,31084,4,2,,0,1
28512,550813,31085,3,0,,0,1
28513,550813,31086,0,0,,0,1
28514,550813,31087,1,1,,1,0
28515,550813,31088,2,1,,1,0
28516,550813,31089,4,2,,0,1
28517,550825,31090,0,0,,0,1
28518,550825,31091,1,1,,1,0
28519,550825,31092,2,1,,1,0
28520,550825,31093,4,2,,0,1
28521,550837,31094,0,0,,0,1
28522,550837,31095,4,2,,0,1
28523,550850,31096,3,0,,0,1
28524,550850,31097,0,0,,0,1
28525,550850,31098,4,2,,0,1
28526,550862,31099,0,0,,0,1
28527,550862,31100,1,1,,1,0
28528,550862,31101,2,1,,1,0
28529,550862,31102,4,2,,0,1
28530,550875,31103,0,0,,0,1
28531,550875,31104,1,1,,1,0
28532,550875,31105,2,1,,1,0
28533,550875,31106,4,2,,0,1
28534,550888,31107,3,0,,0,1
