seq,wall_ms,timeCode,eventType,deviceType,userEvent,origReturn,latched
6981,204129,9293,0,0,,0,1
6982,204129,9294,1,1,,1,0
6983,204129,9295,2,1,,1,0
6984,204129,9296,4,2,,0,1
6985,204142,9297,0,0,,0,1
6986,204142,9298,1,1,,1,0
6987,204142,9299,2,1,,1,0
6988,204142,9300,4,2,,0,1
6989,204154,9301,0,0,,0,1
6990,204154,9302,1,1,,1,0
6991,204154,9303,2,1,,1,0
6992,204154,9304,4,2,,0,1
6993,204165,9305,3,0,,0,1
6994,204165,9306,0,0,,0,1
6995,204165,9307,1,1,,1,0
6996,204165,9308,2,1,,1,0
6997,204165,9309,4,2,,0,1
6998,204178,9310,0,0,,0,1
6999,204178,9311,1,1,,1,0
7000,204178,9312,2,1,,1,0
7001,204178,9313,4,2,,0,1
7002,204190,9314,0,0,,0,1
7003,204190,9315,1,1,,1,0
7004,204190,9316,2,1,,1,0
7005,204190,9317,4,2,,0,1
7006,204202,9318,0,0,,0,1
7007,204202,9319,1,1,,1,0
7008,204202,9320,2,1,,1,0
7009,204202,9321,4,2,,0,1
7010,204214,9322,3,0,,0,1
7011,204214,9323,0,0,,0,1
7012,204214,9324,1,1,,1,0
7013,204214,9325,2,1,,1,0
7014,204214,9326,4,2,,0,1
7015,204226,9327,0,0,,0,1
7016,204226,9328,1,1,,1,0
7017,204226,9329,2,1,,1,0
7018,204226,9330,4,2,,0,1
7019,204237,9331,0,0,,0,1
7020,204237,9332,1,1,,1,0
7021,204237,9333,2,1,,1,0
7022,204237,9334,4,2,,0,1
7023,204249,9335,3,0,,0,1
7024,204249,9336,0,0,,0,1
7025,204249,9337,1,1,,1,0
7026,204249,9338,2,1,,1,0
7027,204249,9339,4,2,,0,1
7028,204261,9340,0,0,,0,1
7029,204261,9341,1,1,,1,0
7030,204261,9342,2,1,,1,0
7031,204273,9343,0,0,,0,0
7032,204273,9344,1,1,,1,0
7033,204273,9345,2,1,,1,0
7034,204417,9346,3,0,,0,0
7035,204417,9347,0,0,,0,0
7036,204417,9348,1,1,,1,0
7037,204417,9349,2,1,,1,0
7038,204430,9350,0,0,,0,0
7039,204430,9351,1,1,,1,0
7040,204430,9352,2,1,,1,0
7041,204442,9353,0,0,,0,0
7042,204442,9354,1,1,,1,0
7043,204442,9355,2,1,,1,0
7044,204454,9356,0,0,,0,0
7045,204454,9357,1,1,,1,0
7046,204454,9358,2,1,,1,0
7047,204466,9359,0,0,,0,0
7048,204466,9360,1,1,,1,0
7049,204466,9361,2,1,,1,0
7050,204477,9362,0,0,,0,0
7051,204477,9363,1,1,,1,0
7052,204477,9364,2,1,,1,0
7053,204489,9365,0,0,,0,0
7054,204489,9366,1,1,,1,0
7055,204489,9367,2,1,,1,0
7056,204500,9368,0,0,,0,0
7057,204500,9369,1,1,,1,0
7058,204500,9370,2,1,,1,0
7059,204512,9371,0,0,,0,0
7060,204512,9372,1,1,,1,0
7061,204512,9373,2,1,,1,0
7062,204524,9374,0,0,,0,0
7063,204524,9375,1,1,,1,0
7064,204524,9376,2,1,,1,0
7065,204536,9377,0,0,,0,0
7066,204536,9378,1,1,,1,0
7067,204536,9379,2,1,,1,0
7068,204548,9380,0,0,,0,0
7069,204548,9381,1,1,,1,0
7070,204548,9382,2,1,,1,0
7071,204560,9383,0,0,,0,0
7072,204560,9384,1,1,,1,0
7073,204560,9385,2,1,,1,0
7074,204573,9386,0,0,,0,0
7075,204573,9387,1,1,,1,0
7076,204573,9388,2,1,,1,0
7077,204585,9389,0,0,,0,0
7078,204585,9390,1,1,,1,0
7079,204585,9391,2,1,,1,0
7080,204597,9392,0,0,,0,0
7081,204597,9393,1,1,,1,0
7082,204597,9394,2,1,,1,0
7083,204610,9395,0,0,,0,0
7084,204610,9396,1,1,,1,0
7085,204610,9397,2,1,,1,0
7086,204622,9398,0,0,,0,0
7087,204622,9399,1,1,,1,0
7088,204622,9400,2,1,,1,0
7089,204634,9401,0,0,,0,0
7090,204646,9402,0,0,,0,0
7091,204646,9403,1,1,,1,0
7092,204646,9404,2,1,,1,0
7093,204658,9405,0,0,,0,0
7094,204658,9406,1,1,,1,0
7095,204658,9407,2,1,,1,0
7096,204671,9408,0,0,,0,0
7097,204671,9409,1,1,,1,0
7098,204671,9410,2,1,,1,0
7099,204683,9411,0,0,,0,0
7100,204683,9412,1,1,,1,0
7101,204683,9413,2,1,,1,0
7102,204694,9414,0,0,,0,0
7103,204694,9415,1,1,,1,0
7104,204694,9416,2,1,,1,0
7105,204706,9417,0,0,,0,0
7106,204706,9418,1,1,,1,0
7107,204706,9419,2,1,,1,0
7108,204718,9420,0,0,,0,0
7109,204718,9421,1,1,,1,0
7110,204718,9422,2,1,,1,0
7111,204731,9423,0,0,,0,0
7112,204731,9424,1,1,,1,0
7113,204731,9425,2,1,,1,0
7114,204744,9426,0,0,,0,0
7115,204744,9427,1,1,,1,0
7116,204744,9428,2,1,,1,0
7117,204756,9429,0,0,,0,0
7118,204756,9430,1,1,,1,0
7119,204756,9431,2,1,,1,0
7120,204768,9432,0,0,,0,0
7121,204768,9433,1,1,,1,0
7122,204768,9434,2,1,,1,0
7123,204781,9435,0,0,,0,0
7124,204781,9436,1,1,,1,0
7125,204781,9437,2,1,,1,0
7126,204793,9438,0,0,,0,0
7127,204793,9439,1,1,,1,0
7128,204793,9440,2,1,,1,0
7129,204806,9441,0,0,,0,0
7130,204806,9442,1,1,,1,0
7131,204806,9443,2,1,,1,0
7132,204818,9444,0,0,,0,0
7133,204818,9445,1,1,,1,0
7134,204818,9446,2,1,,1,0
7135,204831,9447,0,0,,0,0
7136,204831,9448,1,1,,1,0
7137,204831,9449,2,1,,1,0
7138,204844,9450,0,0,,0,0
7139,204844,9451,1,1,,1,0
7140,204844,9452,2,1,,1,0
7141,204855,9453,0,0,,0,0
7142,204855,9454,1,1,,1,0
7143,204855,9455,2,1,,1,0
7144,204868,9456,0,0,,0,0
7145,204868,9457,1,1,,1,0
7146,204868,9458,2,1,,1,0
7147,204881,9459,0,0,,0,0
7148,204881,9460,1,1,,1,0
7149,204881,9461,2,1,,1,0
7150,204893,9462,0,0,,0,0
7151,204893,9463,1,1,,1,0
7152,204893,9464,2,1,,1,0
7153,204905,9465,0,0,,0,0
7154,204905,9466,1,1,,1,0
7155,204905,9467,2,1,,1,0
7156,204918,9468,3,0,,0,0
7157,204918,9469,0,0,,0,0
7158,204918,9470,1,1,,1,0
7159,204918,9471,2,1,,1,0
7160,204930,9472,0,0,,0,0
7161,204930,9473,1,1,,1,0
7162,204930,9474,2,1,,1,0
7163,204943,9475,0,0,,0,0
7164,204943,9476,1,1,,1,0
7165,204943,9477,2,1,,1,0
7166,204956,9478,3,0,,0,0
7167,204956,9479,0,0,,0,0
7168,204956,9480,1,1,,1,0
7169,204956,9481,2,1,,1,0
7170,204967,9482,0,0,,0,0
7171,204967,9483,1,1,,1,0
7172,204967,9484,2,1,,1,0
7173,204979,9485,0,0,,0,0
7174,204979,9486,1,1,,1,0
7175,204979,9487,2,1,,1,0
7176,204991,9488,3,0,,0,0
7177,204991,9489,0,0,,0,0
7178,204991,9490,1,1,,1,0
7179,204991,9491,2,1,,1,0
7180,205002,9492,0,0,,0,0
7181,205002,9493,1,1,,1,0
7182,205002,9494,2,1,,1,0
7183,205014,9495,0,0,,0,0
7184,205014,9496,1,1,,1,0
7185,205014,9497,2,1,,1,0
7186,205026,9498,0,0,,0,0
7187,205026,9499,1,1,,1,0
7188,205026,9500,2,1,,1,0
7189,205038,9501,3,0,,0,0
7190,205038,9502,0,0,,0,0
7191,205038,9503,1,1,,1,0
7192,205038,9504,2,1,,1,0
7193,205050,9505,0,0,,0,0
7194,205050,9506,1,1,,1,0
7195,205050,9507,2,1,,1,0
7196,205063,9508,0,0,,0,0
7197,205063,9509,1,1,,1,0
7198,205063,9510,2,1,,1,0
7199,205075,9511,3,0,,0,0
7200,205075,9512,0,0,,0,0
7201,205075,9513,1,1,,1,0
7202,205075,9514,2,1,,1,0
7203,205087,9515,0,0,,0,0
7204,205087,9516,1,1,,1,0
7205,205087,9517,2,1,,1,0
7206,205099,9518,0,0,,0,0
7207,205099,9519,1,1,,1,0
7208,205099,9520,2,1,,1,0
7209,205112,9521,0,0,,0,0
7210,205112,9522,1,1,,1,0
7211,205112,9523,2,1,,1,0
7212,205124,9524,3,0,,0,0
7213,205124,9525,0,0,,0,0
7214,205124,9526,1,1,,1,0
7215,205124,9527,2,1,,1,0
7216,205137,9528,0,0,,0,0
7217,205137,9529,1,1,,1,0
7218,205137,9530,2,1,,1,0
7219,205150,9531,0,0,,0,0
7220,205150,9532,1,1,,1,0
7221,205150,9533,2,1,,1,0
7222,205163,9534,3,0,,0,0
7223,205163,9535,0,0,,0,0
7224,205163,9536,1,1,,1,0
7225,205163,9537,2,1,,1,0
7226,205175,9538,0,0,,0,0
7227,205175,9539,1,1,,1,0
7228,205175,9540,2,1,,1,0
7229,205187,9541,0,0,,0,0
7230,205188,9542,1,1,,1,0
7231,205188,9543,2,1,,1,0
7232,205200,9544,0,0,,0,0
7233,205213,9545,3,0,,0,0
7234,205213,9546,0,0,,0,0
7235,205213,9547,1,1,,1,0
7236,205213,9548,2,1,,1,0
7237,205225,9549,0,0,,0,0
7238,205225,9550,1,1,,1,0
7239,205225,9551,2,1,,1,0
7240,205238,9552,0,0,,0,0
7241,205238,9553,1,1,,1,0
7242,205238,9554,2,1,,1,0
7243,205250,9555,3,0,,0,0
7244,205250,9556,0,0,,0,0
7245,205250,9557,1,1,,1,0
7246,205250,9558,2,1,,1,0
7247,205262,9559,0,0,,0,0
7248,205262,9560,1,1,,1,0
7249,205262,9561,2,1,,1,0
7250,205273,9562,0,0,,0,0
7251,205273,9563,1,1,,1,0
7252,205273,9564,2,1,,1,0
7253,205286,9565,3,0,,0,0
7254,205286,9566,0,0,,0,0
7255,205286,9567,1,1,,1,0
7256,205286,9568,2,1,,1,0
7257,205296,9569,0,0,,0,0
7258,205296,9570,1,1,,1,0
7259,205296,9571,2,1,,1,0
7260,205308,9572,0,0,,0,0
7261,205308,9573,1,1,,1,0
7262,205308,9574,2,1,,1,0
7263,205319,9575,0,0,,0,0
7264,205320,9576,1,1,,1,0
7265,205320,9577,2,1,,1,0
7266,205331,9578,3,0,,0,0
7267,205331,9579,0,0,,0,0
7268,205331,9580,1,1,,1,0
7269,205331,9581,2,1,,1,0
7270,205342,9582,0,0,,0,0
7271,205342,9583,1,1,,1,0
7272,205342,9584,2,1,,1,0
7273,205353,9585,0,0,,0,0
7274,205353,9586,1,1,,1,0
7275,205353,9587,2,1,,1,0
7276,205365,9588,0,0,,0,0
7277,205365,9589,1,1,,1,0
7278,205365,9590,2,1,,1,0
7279,205377,9591,3,0,,0,0
7280,205377,9592,0,0,,0,0
7281,205377,9593,1,1,,1,0
7282,205377,9594,2,1,,1,0
7283,205389,9595,0,0,,0,0
7284,205389,9596,1,1,,1,0
7285,205389,9597,2,1,,1,0
7286,205400,9598,0,0,,0,0
7287,205400,9599,1,1,,1,0
7288,205400,9600,2,1,,1,0
7289,205411,9601,0,0,,0,0
7290,205411,9602,1,1,,1,0
7291,205411,9603,2,1,,1,0
7292,205422,9604,3,0,,0,0
7293,205422,9605,0,0,,0,0
7294,205422,9606,1,1,,1,0
7295,205422,9607,2,1,,1,0
7296,205434,9608,0,0,,0,0
7297,205434,9609,1,1,,1,0
7298,205434,9610,2,1,,1,0
7299,205445,9611,0,0,,0,0
7300,205445,9612,1,1,,1,0
7301,205445,9613,2,1,,1,0
7302,205457,9614,3,0,,0,0
7303,205457,9615,0,0,,0,0
7304,205457,9616,1,1,,1,0
7305,205457,9617,2,1,,1,0
7306,205468,9618,0,0,,0,0
7307,205468,9619,1,1,,1,0
7308,205468,9620,2,1,,1,0
7309,205480,9621,0,0,,0,0
7310,205480,9622,1,1,,1,0
7311,205480,9623,2,1,,1,0
7312,205491,9624,0,0,,0,0
7313,205491,9625,1,1,,1,0
7314,205491,9626,2,1,,1,0
7315,205504,9627,3,0,,0,0
7316,205504,9628,0,0,,0,0
7317,205515,9629,0,0,,0,0
7318,205516,9630,1,1,,1,0
7319,205516,9631,2,1,,1,0
7320,205527,9632,0,0,,0,0
7321,205527,9633,1,1,,1,0
7322,205527,9634,2,1,,1,0
7323,205540,9635,3,0,,0,0
7324,205540,9636,0,0,,0,0
7325,205540,9637,1,1,,1,0
7326,205540,9638,2,1,,1,0
7327,205551,9639,0,0,,0,0
7328,205551,9640,1,1,,1,0
7329,205551,9641,2,1,,1,0
7330,205562,9642,0,0,,0,0
7331,205562,9643,1,1,,1,0
7332,205562,9644,2,1,,1,0
7333,205574,9645,0,0,,0,0
7334,205574,9646,1,1,,1,0
7335,205574,9647,2,1,,1,0
7336,205587,9648,3,0,,0,0
7337,205587,9649,0,0,,0,0
7338,205587,9650,1,1,,1,0
7339,205587,9651,2,1,,1,0
7340,205598,9652,0,0,,0,0
7341,205598,9653,1,1,,1,0
7342,205598,9654,2,1,,1,0
7343,205610,9655,0,0,,0,0
7344,205610,9656,1,1,,1,0
7345,205610,9657,2,1,,1,0
7346,205622,9658,3,0,,0,0
7347,205622,9659,0,0,,0,0
7348,205622,9660,1,1,,1,0
7349,205622,9661,2,1,,1,0
7350,205634,9662,0,0,,0,0
7351,205634,9663,1,1,,1,0
7352,205634,9664,2,1,,1,0
7353,205645,9665,0,0,,0,0
7354,205645,9666,1,1,,1,0
7355,205645,9667,2,1,,1,0
7356,205657,9668,0,0,,0,0
7357,205657,9669,1,1,,1,0
7358,205657,9670,2,1,,1,0
7359,205670,9671,3,0,,0,0
7360,205670,9672,0,0,,0,0
7361,205670,9673,1,1,,1,0
7362,205670,9674,2,1,,1,0
7363,205683,9675,0,0,,0,0
7364,205695,9676,0,0,,0,0
7365,205708,9677,3,0,,0,0
7366,205708,9678,0,0,,0,0
7367,205708,9679,1,1,,1,0
7368,205708,9680,2,1,,1,0
7369,205721,9681,0,0,,0,0
7370,205721,9682,1,1,,1,0
7371,205721,9683,2,1,,1,0
7372,205734,9684,0,0,,0,0
7373,205734,9685,1,1,,1,0
7374,205734,9686,2,1,,1,0
7375,205747,9687,3,0,,0,0
7376,205747,9688,0,0,,0,0
7377,205747,9689,1,1,,1,0
7378,205747,9690,2,1,,1,0
7379,205760,9691,0,0,,0,0
7380,205760,9692,1,1,,1,0
7381,205760,9693,2,1,,1,0
7382,205773,9694,0,0,,0,0
7383,205773,9695,1,1,,1,0
7384,205773,9696,2,1,,1,0
7385,205785,9697,0,0,,0,0
7386,205785,9698,1,1,,1,0
7387,205785,9699,2,1,,1,0
7388,205798,9700,3,0,,0,0
7389,205798,9701,0,0,,0,0
7390,205798,9702,1,1,,1,0
7391,205798,9703,2,1,,1,0
7392,205811,9704,0,0,,0,0
7393,205811,9705,1,1,,1,0
7394,205811,9706,2,1,,1,0
7395,205811,9707,4,2,,0,1
7396,205823,9708,0,0,,0,1
7397,205823,9709,1,1,,1,0
7398,205823,9710,2,1,,1,0
7399,205823,9711,4,2,,0,1
7400,205836,9712,3,0,,0,1
7401,205836,9713,0,0,,0,1
7402,205836,9714,1,1,,1,0
7403,205836,9715,2,1,,1,0
7404,205836,9716,4,2,,0,1
7405,205848,9717,0,0,,0,1
7406,205848,9718,1,1,,1,0
7407,205848,9719,2,1,,1,0
7408,205848,9720,4,2,,0,1
7409,205861,9721,0,0,,0,1
7410,205861,9722,1,1,,1,0
7411,205861,9723,2,1,,1,0
7412,205861,9724,4,2,,0,1
7413,205873,9725,0,0,,0,1
7414,205873,9726,1,1,,1,0
7415,205873,9727,2,1,,1,0
7416,205873,9728,4,2,,0,1
7417,205885,9729,3,0,,0,1
7418,205885,9730,0,0,,0,1
7419,205885,9731,1,1,,1,0
7420,205885,9732,2,1,,1,0
7421,205885,9733,4,2,,0,1
7422,205897,9734,0,0,,0,1
7423,205897,9735,1,1,,1,0
7424,205897,9736,2,1,,1,0
7425,205897,9737,4,2,,0,1
7426,205909,9738,0,0,,0,1
7427,205909,9739,1,1,,1,0
7428,205909,9740,2,1,,1,0
7429,205909,9741,4,2,,0,1
7430,205921,9742,0,0,,0,1
7431,205921,9743,1,1,,1,0
7432,205921,9744,2,1,,1,0
7433,205921,9745,4,2,,0,1
7434,205933,9746,3,0,,0,1
7435,205933,9747,0,0,,0,1
7436,205933,9748,1,1,,1,0
7437,205933,9749,2,1,,1,0
7438,205933,9750,4,2,,0,1
7439,205945,9751,0,0,,0,1
7440,205945,9752,1,1,,1,0
7441,205945,9753,2,1,,1,0
7442,205945,9754,4,2,,0,1
7443,205957,9755,0,0,,0,1
7444,205957,9756,1,1,,1,0
7445,205957,9757,2,1,,1,0
7446,205957,9758,4,2,,0,1
7447,205969,9759,3,0,,0,1
7448,205969,9760,0,0,,0,1
7449,205969,9761,1,1,,1,0
7450,205969,9762,2,1,,1,0
7451,205969,9763,4,2,,0,1
7452,205981,9764,0,0,,0,1
7453,205981,9765,1,1,,1,0
7454,205981,9766,2,1,,1,0
7455,205981,9767,4,2,,0,1
7456,205993,9768,0,0,,0,1
7457,205993,9769,1,1,,1,0
7458,205993,9770,2,1,,1,0
7459,205993,9771,4,2,,0,1
7460,206005,9772,0,0,,0,1
7461,206005,9773,1,1,,1,0
7462,206005,9774,2,1,,1,0
7463,206005,9775,4,2,,0,1
7464,206017,9776,3,0,,0,1
7465,206017,9777,0,0,,0,1
7466,206017,9778,1,1,,1,0
7467,206017,9779,2,1,,1,0
7468,206017,9780,4,2,,0,1
7469,206028,9781,0,0,,0,1
7470,206028,9782,1,1,,1,0
7471,206028,9783,2,1,,1,0
7472,206028,9784,4,2,,0,1
7473,206040,9785,0,0,,0,1
7474,206040,9786,1,1,,1,0
7475,206040,9787,2,1,,1,0
7476,206040,9788,4,2,,0,1
7477,206052,9789,3,0,,0,1
7478,206052,9790,0,0,,0,1
7479,206052,9791,1,1,,1,0
7480,206052,9792,2,1,,1,0
7481,206052,9793,4,2,,0,1
7482,206064,9794,0,0,,0,1
7483,206064,9795,1,1,,1,0
7484,206064,9796,2,1,,1,0
7485,206064,9797,4,2,,0,1
7486,206075,9798,0,0,,0,1
7487,206075,9799,1,1,,1,0
7488,206075,9800,2,1,,1,0
7489,206075,9801,4,2,,0,1
7490,206087,9802,0,0,,0,1
7491,206087,9803,1,1,,1,0
7492,206087,9804,2,1,,1,0
7493,206087,9805,4,2,,0,1
7494,206098,9806,3,0,,0,1
7495,206098,9807,0,0,,0,1
7496,206098,9808,1,1,,1,0
7497,206098,9809,2,1,,1,0
7498,206098,9810,4,2,,0,1
7499,206109,9811,0,0,,0,1
7500,206109,9812,1,1,,1,0
7501,206109,9813,2,1,,1,0
7502,206109,9814,4,2,,0,1
7503,206121,9815,0,0,,0,1
7504,206121,9816,1,1,,1,0
7505,206121,9817,2,1,,1,0
7506,206121,9818,4,2,,0,1
7507,206132,9819,0,0,,0,1
7508,206132,9820,1,1,,1,0
7509,206132,9821,2,1,,1,0
7510,206132,9822,4,2,,0,1
7511,206143,9823,3,0,,0,1
7512,206143,9824,0,0,,0,1
7513,206143,9825,1,1,,1,0
7514,206143,9826,2,1,,1,0
7515,206143,9827,4,2,,0,1
7516,206153,9828,0,0,,0,1
7517,206153,9829,4,2,,0,1
7518,206165,9830,0,0,,0,1
7519,206165,9831,1,1,,1,0
7520,206165,9832,2,1,,1,0
7521,206165,9833,4,2,,0,1
7522,206176,9834,3,0,,0,1
7523,206176,9835,3,0,,0,1
7524,206176,9836,0,0,,0,1
7525,206176,9837,0,0,,0,1
7526,206176,9838,0,0,,0,1
7527,206176,9839,4,2,,0,1
7528,206188,9840,0,0,,0,1
7529,206188,9841,0,0,,0,1
7530,206188,9842,0,0,,0,1
7531,206188,9843,1,1,,1,0
7532,206188,9844,2,1,,1,0
7533,206188,9845,4,2,,0,1
7534,206199,9846,0,0,,0,1
7535,206199,9847,0,0,,0,1
7536,206199,9848,0,0,,0,1
7537,206199,9849,1,1,,1,0
7538,206199,9850,2,1,,1,0
7539,206199,9851,4,2,,0,1
7540,206210,9852,0,0,,0,1
7541,206210,9853,0,0,,0,1
7542,206210,9854,0,0,,0,1
7543,206210,9855,1,1,,1,0
7544,206210,9856,2,1,,1,0
7545,206210,9857,4,2,,0,1
7546,206221,9858,0,0,,0,1
7547,206221,9859,0,0,,0,1
7548,206221,9860,0,0,,0,1
7549,206221,9861,1,1,,1,0
7550,206221,9862,2,1,,1,0
7551,206221,9863,4,2,,0,1
7552,206233,9864,0,0,,0,1
7553,206233,9865,0,0,,0,1
7554,206233,9866,0,0,,0,1
7555,206233,9867,1,1,,1,0
7556,206233,9868,2,1,,1,0
7557,206233,9869,4,2,,0,1
7558,206245,9870,0,0,,0,1
7559,206245,9871,0,0,,0,1
7560,206245,9872,0,0,,0,1
7561,206245,9873,1,1,,1,0
7562,206245,9874,2,1,,1,0
7563,206245,9875,4,2,,0,1
7564,206257,9876,0,0,,0,1
7565,206257,9877,0,0,,0,1
7566,206257,9878,0,0,,0,1
7567,206257,9879,1,1,,1,0
7568,206257,9880,2,1,,1,0
7569,206257,9881,4,2,,0,1
7570,206269,9882,0,0,,0,1
7571,206269,9883,0,0,,0,1
7572,206269,9884,0,0,,0,1
7573,206269,9885,1,1,,1,0
7574,206269,9886,2,1,,1,0
7575,206269,9887,4,2,,0,1
7576,206280,9888,0,0,,0,1
7577,206280,9889,0,0,,0,1
7578,206280,9890,0,0,,0,1
7579,206280,9891,1,1,,1,0
7580,206280,9892,2,1,,1,0
7581,206280,9893,4,2,,0,1
7582,206292,9894,0,0,,0,1
7583,206292,9895,0,0,,0,1
7584,206292,9896,0,0,,0,1
7585,206292,9897,1,1,,1,0
7586,206292,9898,2,1,,1,0
7587,206292,9899,4,2,,0,1
7588,206304,9900,0,0,,0,1
7589,206304,9901,0,0,,0,1
7590,206304,9902,0,0,,0,1
7591,206304,9903,1,1,,1,0
7592,206304,9904,2,1,,1,0
7593,206304,9905,4,2,,0,1
7594,206316,9906,0,0,,0,1
7595,206316,9907,0,0,,0,1
7596,206316,9908,0,0,,0,1
7597,206316,9909,1,1,,1,0
7598,206316,9910,2,1,,1,0
7599,206316,9911,4,2,,0,1
7600,206328,9912,0,0,,0,1
7601,206328,9913,0,0,,0,1
7602,206328,9914,0,0,,0,1
7603,206328,9915,1,1,,1,0
7604,206328,9916,2,1,,1,0
7605,206328,9917,4,2,,0,1
7606,206340,9918,0,0,,0,1
7607,206340,9919,0,0,,0,1
7608,206340,9920,0,0,,0,1
7609,206340,9921,1,1,,1,0
7610,206340,9922,2,1,,1,0
7611,206340,9923,4,2,,0,1
7612,206352,9924,0,0,,0,1
7613,206352,9925,0,0,,0,1
7614,206352,9926,0,0,,0,1
7615,206352,9927,1,1,,1,0
7616,206352,9928,2,1,,1,0
7617,206352,9929,4,2,,0,1
7618,206364,9930,0,0,,0,1
7619,206364,9931,0,0,,0,1
7620,206364,9932,0,0,,0,1
7621,206364,9933,1,1,,1,0
7622,206364,9934,2,1,,1,0
7623,206364,9935,4,2,,0,1
7624,206376,9936,0,0,,0,1
7625,206376,9937,0,0,,0,1
7626,206376,9938,0,0,,0,1
7627,206376,9939,1,1,,1,0
7628,206376,9940,2,1,,1,0
7629,206376,9941,4,2,,0,1
7630,206388,9942,0,0,,0,1
7631,206388,9943,0,0,,0,1
7632,206388,9944,0,0,,0,1
7633,206388,9945,1,1,,1,0
7634,206388,9946,2,1,,1,0
7635,206388,9947,4,2,,0,1
7636,206400,9948,0,0,,0,1
7637,206401,9949,0,0,,0,1
7638,206401,9950,0,0,,0,1
7639,206401,9951,1,1,,1,0
7640,206401,9952,2,1,,1,0
7641,206401,9953,4,2,,0,1
7642,206413,9954,0,0,,0,1
7643,206413,9955,0,0,,0,1
7644,206413,9956,0,0,,0,1
7645,206413,9957,1,1,,1,0
7646,206413,9958,2,1,,1,0
7647,206413,9959,4,2,,0,1
7648,206424,9960,4,2,,0,1
7649,206435,9961,4,2,,0,1
7650,206447,9962,4,2,,0,1
7651,206459,9963,4,2,,0,1
7652,206471,9964,4,2,,0,1
7653,206483,9965,4,2,,0,1
7654,206494,9966,4,2,,0,1
7655,206505,9967,4,2,,0,1
7656,206517,9968,3,0,,0,1
7657,206517,9969,3,0,,0,1
7658,206517,9970,3,0,,0,1
7659,206517,9971,0,0,,0,1
7660,206517,9972,0,0,,0,1
7661,206517,9973,0,0,,0,1
7662,206517,9974,1,1,,1,0
7663,206517,9975,2,1,,1,0
7664,206517,9976,4,2,,0,1
7665,206528,9977,0,0,,0,1
7666,206528,9978,0,0,,0,1
7667,206528,9979,0,0,,0,1
7668,206528,9980,1,1,,1,0
7669,206528,9981,2,1,,1,0
7670,206539,9982,0,0,,0,0
7671,206539,9983,0,0,,0,0
7672,206539,9984,0,0,,0,0
7673,206539,9985,1,1,,1,0
7674,206539,9986,2,1,,1,0
7675,206539,9987,4,2,,0,1
7676,206550,9988,0,0,,0,1
7677,206550,9989,0,0,,0,1
7678,206550,9990,0,0,,0,1
7679,206550,9991,1,1,,1,0
7680,206550,9992,2,1,,1,0
7681,206550,9993,4,2,,0,1
7682,206561,9994,0,0,,0,1
7683,206561,9995,0,0,,0,1
7684,206561,9996,0,0,,0,1
7685,206561,9997,1,1,,1,0
7686,206561,9998,2,1,,1,0
7687,206561,9999,4,2,,0,1
7688,206572,10000,0,0,,0,1
7689,206572,10001,0,0,,0,1
7690,206572,10002,0,0,,0,1
7691,206572,10003,1,1,,1,0
7692,206572,10004,2,1,,1,0
7693,206572,10005,4,2,,0,1
7694,206583,10006,0,0,,0,1
7695,206583,10007,0,0,,0,1
7696,206583,10008,0,0,,0,1
7697,206583,10009,1,1,,1,0
7698,206583,10010,2,1,,1,0
7699,206583,10011,4,2,,0,1
7700,206594,10012,0,0,,0,1
7701,206594,10013,0,0,,0,1
7702,206594,10014,0,0,,0,1
7703,206594,10015,1,1,,1,0
7704,206594,10016,2,1,,1,0
7705,206594,10017,4,2,,0,1
7706,206605,10018,0,0,,0,1
7707,206606,10019,0,0,,0,1
7708,206606,10020,0,0,,0,1
7709,206606,10021,1,1,,1,0
7710,206606,10022,2,1,,1,0
7711,206606,10023,4,2,,0,1
7712,206617,10024,0,0,,0,1
7713,206617,10025,0,0,,0,1
7714,206617,10026,0,0,,0,1
7715,206617,10027,1,1,,1,0
7716,206617,10028,2,1,,1,0
7717,206617,10029,4,2,,0,1
7718,206629,10030,0,0,,0,1
7719,206629,10031,0,0,,0,1
7720,206629,10032,0,0,,0,1
7721,206629,10033,1,1,,1,0
7722,206629,10034,2,1,,1,0
7723,206629,10035,4,2,,0,1
7724,206640,10036,0,0,,0,1
7725,206640,10037,0,0,,0,1
7726,206640,10038,0,0,,0,1
7727,206640,10039,1,1,,1,0
7728,206640,10040,2,1,,1,0
7729,206640,10041,4,2,,0,1
7730,206652,10042,0,0,,0,1
7731,206652,10043,0,0,,0,1
7732,206652,10044,0,0,,0,1
7733,206652,10045,1,1,,1,0
7734,206652,10046,2,1,,1,0
7735,206652,10047,4,2,,0,1
7736,206663,10048,0,0,,0,1
7737,206663,10049,0,0,,0,1
7738,206663,10050,0,0,,0,1
7739,206663,10051,1,1,,1,0
7740,206663,10052,2,1,,1,0
7741,206663,10053,4,2,,0,1
7742,206675,10054,0,0,,0,1
7743,206675,10055,0,0,,0,1
7744,206675,10056,0,0,,0,1
7745,206675,10057,1,1,,1,0
7746,206675,10058,2,1,,1,0
7747,206675,10059,4,2,,0,1
7748,206686,10060,0,0,,0,1
7749,206686,10061,0,0,,0,1
7750,206686,10062,0,0,,0,1
7751,206686,10063,1,1,,1,0
7752,206686,10064,2,1,,1,0
7753,206686,10065,4,2,,0,1
7754,206698,10066,0,0,,0,1
7755,206698,10067,0,0,,0,1
